"Name","ID","Website","Email Address","email_addresses_non_primary","Office Phone","Alternate Phone","Fax","Billing Street","Billing City","Billing State","Billing Postal Code","Billing Country","Shipping Street","Shipping City","Shipping State","Shipping Postal Code","Shipping Country","Description","Type","Industry","Annual Revenue","Employees","SIC Code","Ticker Symbol","Parent Account ID","Ownership","Campaign ID","Rating","Assigned to","Assigned User","Date Created","Date Modified","Modified by","Created by","Deleted","Longitude","Address","Geocode Status","Latitude"
"Motorsport Network","44dbd29f-4276-9922-f3d5-68f1ff6fc2fc","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Johnston Howse","455bf9f8-b850-ad3d-d52d-68f1ff01b954","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Qvest","459c2990-fa39-c468-6584-68f1ff12af54","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Trender Research","45f0f2ad-0b6f-b3f4-0b63-68f1ffd0eeba","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Playpilot","462ff5fc-1992-2b44-99f6-68f1ffc14220","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Roku","46974ae0-27d2-559f-78ba-68f1ff1f694c","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Mediamätning i Skandinavien AB","46baed71-5392-6e1b-f415-68f1ff373c4b","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"EZDRM","46c380f0-b0f3-17f1-1973-68f1ffefe526","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"EBU","472e3ffa-8cbd-4a85-cf3f-68f1ff9f1f9b","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"World Taekwondo","4758811c-6d97-9fa2-d58e-6920276569c6","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","11/21/2025 08:49","11/21/2025 08:49","aa965b03-becb-7821-8519-68ff576136fb","aa965b03-becb-7821-8519-68ff576136fb","0","0,00000000","","","0,00000000"
"Allente","4764826a-555d-ec49-4675-68f1fe40c112","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"ATG","483bed58-d98a-08e1-7e5a-68f1fe716ec5","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"June","4898f35a-367f-246d-3c58-68f1ff43a481","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Spafax","48e58286-63ac-bbeb-7437-68f1ffc6357e","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Tocaboca","496af699-0aef-cfbf-297b-68f1ffc4f7ec","","","","","","","","","","","","","","","","","","","","","","","","","","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"SBS","4a7bcf4d-88ae-33c5-a751-68f1ffff167a","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"KTH","4aac2764-f260-e7d1-e35a-68f1ffb91800","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Smartvius","4b180266-e76f-bb86-7984-68fb7d00ac5f","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/24/2025 13:22","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Creative Craft Group","4b50888b-578f-0531-a084-68f1ffd8ad85","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Proximus","4bf2419f-c24f-480a-1e67-68f1ff264c2a","","","","","","","","","","","","","","","","","","","","","","","","","","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"OneFootball","4bf3c080-b586-df7b-4c92-68f1ff0f7c60","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Sveriges Television","4c2c0763-d9c9-65c0-c6cc-68f1ff96055e","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Cloud Nine","4c5a04f0-850f-f16d-c9df-68f1fe9caa85","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"IAB Tech Labs","4c6d00af-84ac-5e93-ce15-68f1ff7a09e2","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"TV Labs","4c7a4941-0cb5-f5fb-bc03-68f1ff742e44","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Zype","4c8605f2-65fb-7f2e-cae3-68f1ffa4ddec","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Norsk","4cabc782-6abb-8a7b-9663-68f1ffdd9f0f","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Waystream Holding","4cc4fab5-400d-821a-64af-68f1ffb785d5","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Mevida","4d03a5b6-b95b-4ed8-0417-68f1ff7bf336","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Bublar","4d0bb290-171f-1484-57b2-68f1fe2930f3","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"TAG","4d7a90a9-b6f1-e9b0-7af3-68f1ff71c222","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Wireless Maingate","4df415cd-1f72-d1c1-5451-68f1ff3c51f7","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Best Ever Channels","4e227a31-2dc7-176b-eb34-68f1ffb749df","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"TV-nyheterna","4e451a69-d29e-32d0-8325-68f1ff750ee4","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Hint","4e53859c-2a7d-8ba8-a1d4-68f1ff9019be","","","","","","","","","","","","","","","","","","","","","","","","","","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Castoola","4e70975d-a341-8d30-f86b-68f1ffd73fe4","","","","","","","","","","","","","","","","","","","","","","","","","","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Trime","4e80efb6-9e5f-973d-c258-68f1ff0a489e","","","","","","","","","","","","","","","","","","","","","","","","","","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Videociety GmbH","4eeaf4d4-249c-27ec-dd75-68f1ff030f59","","","","","","","","","","","","","","","","","","","","","","","","","","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"nxtedition","4f9a4c90-34bc-40e4-83d4-68f1ff4ee59c","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Scalstrm","511492ed-a0fb-3776-d667-68f1ffb1f288","","","","","","","","","","","","","","","","","","","","","","","","","","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:32","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Publit","511712c8-1722-24ce-0abe-68f1ff89b799","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Resume","5148125b-57d7-8ec7-f931-68f1fff59945","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"BlueSands IP","51cdd03a-17ae-24fe-60c0-68f1ff5133f3","","","","","","","San Diego","San Diego","California","","United States","","","","","","","","","","","","","","","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Houlihan Lokey","520928b7-004e-d352-8960-68f1ffca6a68","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"batteryPOP","528aac59-b3bc-5fa6-9b09-68f1fe7ac024","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Vimeo","52ee6d2d-dbfc-6444-5b08-68f1ffcb5f6f","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Rättighetsalliansen","5303da6f-11e1-5e94-42ba-68f1ffcbca25","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Gema","535f00bb-88d4-8dd5-afdd-68f1ff6c7666","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Roll Unites AB","5395e6fa-09d9-781e-db73-68f1ff578b57","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Screen9","53a53e8c-c5ce-c734-3c58-68f1ff808cdb","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Canal Digital Sverige AB","53edf64c-812b-8717-c4bb-68f1fec10792","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Fplay","54243e64-f1a8-1938-85ed-68f1fffc8f14","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Ericsson IoT","543dce24-b3c7-506f-c022-68f1ff65c38d","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"LOGIC media solutions","54941854-269d-10ca-40f2-68f1ff43e22f","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Eluvio","553350c1-fabe-6c25-fc49-68f1ff472321","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Nobel Media","55489fad-4aa3-e0dc-5dca-68f1ff7f9408","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Nova","55517eb5-3700-d7fe-e8a7-68f1ff8f0670","","","","","","","","","","","","","","","","","","","","","","","","","","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Sinclair Broadcast Group","5570d208-71a7-6602-f8de-68f1ff725b7b","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"LinQ Media Group","5571f908-1b54-d5c1-d761-68f1ff10cf4d","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Chyron Hego","55c53d1f-383e-47d2-6370-68f1fe9d7176","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Goodbye Kansas","561f1bc5-d1ea-604d-f1eb-68f1ffb974a4","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Capella Systems","56653561-87c9-2c34-72aa-68f1ffe58bd7","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Musiconomi","56a003c1-6a81-b2af-9e45-68f1ffa33c25","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Bitmovin","56b6f177-e5ed-e4f5-e6bf-68f1feb83e51","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Riedel","56bbd71a-f00e-b4a5-2892-68f1ff33461e","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"YouTube","574522b3-e025-ec57-0211-68f1ff2a313e","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Irdeto","576ee4b1-b4bb-44d6-5c65-68f1ff534015","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Test Account from Pipedrive Migration","57b31255-7d92-b549-bbc0-68f1fcb0dd47","https://test.example.com","","","'+1-555-0100","","","","","","","","","","","","","This is a test account created by the migration tool","","","","","","","","","","","","","10/17/2025 08:19","10/17/2025 08:19","1","1","0","0,00000000","","","0,00000000"
"Ad Lightning","580bb5f6-006a-281d-98d0-68f1fe5e2b60","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Codemill","580dcc77-d608-22fb-a9c6-68f1fef45b59","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Ungap AB","5866f1ba-7677-af22-ed73-68f1ff7981d8","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Anagram","588a57d3-2399-104c-034c-68f1fec1dd24","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Stars Inc 11","58b2544b-6c2b-dd9e-4566-68f1ff195563","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Liveswitch","58efa58a-6d6d-454a-6c32-68f1ff186bab","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Meta","593e4750-1ce9-bbbf-5d1e-68f1ff3c821b","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Style Music","5ad6a4e8-e4bd-5c26-276e-68f1ff5c778a","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Mavshack","5c86e6ac-3aed-6d8a-07c4-68f1ff11ac63","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Apple","5cb119f3-c436-1815-99e0-68f1feeb7198","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Viaplay","5cbf9ab7-f977-21aa-5feb-68f1ffe1f80e","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"ScorePlay","5ced41ec-6fc1-f5a7-9de4-68f1ff715dac","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Ateliere","5d7fc2f6-33c9-84c2-5137-68f1ff737f5d","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Dagens Nyheter","5d832885-59e0-0175-e750-68f1fef36c0d","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Streaming Video Technical Alliance","5d8feea5-0954-96e3-ae3e-68f1ff656030","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Sky","5ec8fb6e-f99c-e5f2-ab02-68f1ff126b1e","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Torkhub","5ee20e3e-18aa-d773-88ab-68f1ff6cd983","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Deluxe Entertainment Services Group","5f0ba645-5206-e227-0435-68f1fe1135a8","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Harvard Medical School","5f17b804-f2d6-b337-8f1c-68f1ffbdfe5c","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Alpic","5f5971db-9b2e-6eaf-1025-68f1ff3c8426","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"NBCUniversal","5f80698c-31c1-9106-b876-68f1ffaa4e55","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Aura","60ef1061-77e0-6ff4-fc0e-68f1ff0473aa","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Mobile Links","60f13254-d1cb-8eae-6267-68f1ffc52636","","","","","","","","","","","","","","","","","","","","","","","","","","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Peloton","617dddac-25ae-158f-4a5a-68f1ff638c4e","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Shortly","624da0dc-2428-b631-2ad9-68f1ff53742e","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Staccs","62c374f5-dcff-04bf-fb23-68f1ff5761a1","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Take1","62d395db-62d0-575b-ed36-68f1ffdc51fd","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Block Sport","631ca2ff-677c-3dc6-689f-68f1fff6d83f","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"NEM Network","63a4a244-2f6b-cc55-54b1-68f1ff6ab339","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Footballers Lives","63e87b0b-8260-5916-3fd5-68f1ff18ecd7","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Jewlery TV","642c6f0d-fdfd-1090-1adf-68f1ff79623b","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Nowtilus","6438e32d-b0ab-b1aa-c755-68f1ffa1c58d","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
