"Subject","ID","Description","Status","Location","Start Date","End Date","Duration Hours","Duration Minutes","Reminder Time","Meeting Type","External App ID","Meeting Password","Start/Join Meeting","Host URL","Display URL","Meeting Creator","Parent Type","Parent ID","Outlook ID","Assigned to","assigned_user_id","Date Created","Date Modified","Created by","Modified by","Deleted","Email Reminder Time","Email reminder sent","Meeting update sequence","Repeat Type","Repeat Interval","Repeat Dow","Repeat Until","Repeat Count","Repeat Parent ID","Recurring Source","Google Event ID","Last Google Sync Timestamp","Longitude","Address","Geocode Status","Latitude"
"Meeting","896c249f-f73b-13fe-6746-69034860a114","","Held","","08/19/2025 00:00","08/19/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","b3d7b45f-8eb6-8aa1-cec2-68f1fe86e37b","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:06","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","89837303-bbbd-ccd5-b91a-690348ec60b4","","Held","","10/27/2025 00:00","10/27/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","24846454-ec9b-abe1-6e86-68f1ff5344cd","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:06","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","89a6aa9c-d050-f43b-02f4-6903481f0c15","","Held","","09/12/2023 00:00","09/12/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","8be68601-0456-396c-a4f7-68f1fffd1f45","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Chromecast behov snack","8a1e3e8d-03b4-bacb-7c6b-6904b1afc86b","Jennie Sund nådde ut för artt berätta om deras behov av att göra en audit på sin Chromecastlösning. Jag föreslog att Joel skulle ta lead med hjälp av Benjamin.","Held","","06/03/2024 00:00","06/03/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","5cbf9ab7-f977-21aa-5feb-68f1ffe1f80e","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/31/2025 12:53","10/31/2025 12:56","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8a3911f1-7a76-2e27-f92f-690348c60b85","Möte på DPP Leaders Briefing","Held","","11/16/2022 00:00","11/16/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","27757898-8050-8fe1-ce39-68f1ff5b7dc4","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"AdTech Support","8a5eef72-2f39-89fe-e573-6915d46200e4","","Planned","","11/12/2025 16:30","11/12/2025 17:00","0","30","'-1","SuiteCRM","","","","","","","Accounts","c7301568-8896-5b5d-f66e-68f1fff5ed96","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","11/13/2025 12:52","11/13/2025 12:52","aa965b03-becb-7821-8519-68ff576136fb","aa965b03-becb-7821-8519-68ff576136fb","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8a67ef8c-fc05-f7cf-7df5-6903481c9422","","Held","","06/03/2025 00:00","06/03/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d8b5ed35-7920-0079-d7bb-68f1ff32d1c7","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8a7b049a-7f09-2983-4897-6903483052fb","Möte ang workshop för att se på framtida roadmap","Held","","03/08/2024 00:00","03/08/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","29cc2b31-291f-002f-cbac-68f1ff776985","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8a7cdafb-d5f5-c96c-9768-68fb7839ece4","","Held","","10/31/2023 00:00","10/31/2023 01:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","a2a977eb-a069-35c9-2856-68f1ff32b8a3","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 09:18","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","8a80ccfe-5138-b893-7cab-6903481e463b","","Held","","08/23/2024 00:00","08/23/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d0c6f950-8f3a-7c15-56f8-68f1ff8d6a75","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Quick sync at IBC","8a9853b4-ce1c-ab1a-3958-6904b1f46774","","Held","","09/13/2025 00:00","09/13/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","9eac1b40-65ab-7d22-b821-68f1fe0bde40","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/31/2025 12:53","10/31/2025 12:56","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8abc9254-b506-e640-d1a2-6903484734ca","Encore OSaaS demo","Held","","11/13/2023 00:00","11/13/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","ea223b3b-c862-1345-2fd7-68f1ff58cee4","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8acb5931-22b1-7ab4-71bc-68fb78722188","Lunch. Mathias har nyligen börjat som ""Compliance Officer""","Held","","04/11/2022 00:00","04/11/2022 01:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","f07f09f4-bd46-37c4-bcd0-68f1ff019c14","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 09:17","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8add6751-7fb4-bbae-5638-690348b34507","","Held","","01/18/2023 00:00","01/18/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","eae60cd4-2798-f756-b816-68f1ffd31c9b","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting with Tv2DK","8ae6b020-c07b-b6b5-37f5-6904b1079c99","Met with Ole at TV2DK about our open source components. He was interested. He also mentioned that their plan is to launch HDR content by the end of the year and may need help with with that.
<div>Action for a follow up call.</div>","Held","","09/17/2023 00:00","09/17/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","76a9f6f8-f012-0fca-aefc-68f1ffd0640f","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/31/2025 12:52","10/31/2025 12:56","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8af1a042-2580-c363-44fd-69034849ce05","","Held","","11/28/2023 00:00","11/28/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","398046b5-5c2c-035b-0806-68f1ffc45c23","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8b1a32b7-2882-90d8-a5b3-68fb7810858e","Jag hade ett bra möte med Jayesh (idag). Han ser till att Alan får förlängning. Den kommer ligga hos någon annan än honom. Han gillade iden att ha en Slack då Jayesh fokuserar på ?Service delivery? vilket verkar vara att få video funka på många olika plattformar. Jag sa att vi kan utbyta erfarenheter via Slack.<br />Det är Mark Ison vi ska marknadsföra oss hos. Jayesh ska hjälpa till med det. Kul att Jayesh förstått att vi är expert och inte vilka resurser som helst. Alan är deras dyrast konsult, vilket Jayesh sa att det var med all rätt. Mark Ison kan köpa mer experter och projekt.","Held","","06/21/2022 00:00","06/21/2022 01:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","9796a1f0-6131-1da2-b71e-68f1ffbb2444","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 09:17","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","8b65db07-5cbf-33ee-7624-690348642f51","","Held","","03/10/2023 00:00","03/10/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","8be68601-0456-396c-a4f7-68f1fffd1f45","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8b689ce8-259d-3f28-04f3-6903481380e4","Möte på NAB
<div><br /></div>
<div><p>Mycket nöjd med jobbet förra året. Fortfarande i processen att välja leverantör. Har oss ?top of mind? för framtida jobb</p></div>","Held","","04/17/2023 00:00","04/17/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","c7736d94-65e7-8ad9-ac02-68f1ffbbbc2c","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","8b9288de-c8e3-fd31-cc91-690348e68a72","Action att sätta upp demo av OSaaS test automation.","Held","","12/07/2023 00:00","12/07/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","b3d7b45f-8eb6-8aa1-cec2-68f1fe86e37b","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","8ba4a4c3-3c8b-a600-1b06-690348ef3fd9","","Held","","09/09/2024 00:00","09/09/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","cf57146d-f842-5af3-dcfa-68f1ff99fa91","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"DAI","8baa3f8c-ee25-9527-e180-6944296169b4","","Planned","","12/16/2025 16:30","12/16/2025 16:45","0","15","'-1","SuiteCRM","","","","","","","Accounts","24846454-ec9b-abe1-6e86-68f1ff5344cd","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","12/18/2025 16:17","12/18/2025 16:17","aa965b03-becb-7821-8519-68ff576136fb","aa965b03-becb-7821-8519-68ff576136fb","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8bce70de-1f50-3074-2131-690348c57740","","Held","","04/15/2024 00:00","04/15/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d46a056d-0d77-3ed6-afd7-68f1ffe4bdfa","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8be36ac5-62f5-46d5-c826-6903480d532f","Northern Waves, Oslo, 2024","Held","","10/24/2024 00:00","10/24/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","5cbf9ab7-f977-21aa-5feb-68f1ffe1f80e","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8c1c99c8-3ae9-dd79-5419-690348548653","","Held","","10/15/2024 00:00","10/15/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","5cb119f3-c436-1815-99e0-68f1feeb7198","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8c28eff5-0322-662f-1cc9-690348534b1d","Möte under SVTA member meeting Tucson","Held","","03/05/2025 00:00","03/05/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","89003ebb-400e-39dd-b3c7-68f1ffa0d8ba","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8c6ae033-b750-3477-47d1-690347a70c82","Diskussion om ev. uppdrag att hjälpa Dolby med Hybrik utveckling","Held","","03/16/2022 00:00","03/16/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","9016fb2a-7e92-3f0a-5414-68f1feb6bb19","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8c6ae3f3-de5c-e0d7-1833-690348594fbe","Glöggmingel","Held","","11/26/2024 00:00","11/26/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","bed59a84-520f-dd2e-5215-68f1ffc45ae4","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8c785ac1-be38-12e1-a61e-6903474f3ec6","Intromöte till nytt partner-team på Bitmovin","Held","","02/10/2022 00:00","02/10/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","56b6f177-e5ed-e4f5-e6bf-68f1feb83e51","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8c81b0bc-b15f-9de4-63fb-690348dd8090","","Held","","04/24/2024 00:00","04/24/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","631ca2ff-677c-3dc6-689f-68f1fff6d83f","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8c8a5955-fb97-354c-7953-69034898e7e5","","Held","","04/03/2024 00:00","04/03/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","2e27b27c-5e9a-828e-9bd3-68f1ff7092f0","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8ca64d42-46bd-2b6d-92d8-6903481e4738","","Held","","06/26/2025 00:00","06/26/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","e7da40dc-f515-bb93-5fb7-68f1ffe9f72a","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8cd328dc-effc-4147-ebbb-690348f86a4f","","Held","","10/14/2024 00:00","10/14/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","cd5b64bc-819e-fb92-10cd-68f1ff52b067","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","8ce9707d-6adc-342f-b0d9-690348fd2392","","Held","","09/20/2022 00:00","09/20/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","9016fb2a-7e92-3f0a-5414-68f1feb6bb19","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","8d20d0cf-28c1-dc1f-1d53-69034781cb6d","","Held","","02/24/2021 00:00","02/24/2021 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","da529ae6-2fac-3e92-6ca1-68f1ff4f0c4d","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Lunch med Erik Wold","8d21c7e6-2898-9a64-37c2-6904b193e09d","Erik beskriver att de vill köra igång DAI-samarbeten med ett gäng affiliates/operatörer på den Svenska, och i förlängningen den Nordiska marknaden. Till grund ligger vår TVE spec som också har committats till av WBDs utvecklingsavdelning i USA.
<div>WBD behöver en expert som kan leda och äga DAI-diskussionerna med externa partners och internt där det behövs.<br />
<div><br /></div>
<div>AP på Boris att skicka en offert som vi kan utgå ifrån.</div></div>","Held","","11/21/2024 00:00","11/21/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d933c57a-f3e4-e99f-2e66-68f1fe86f09d","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/31/2025 12:53","10/31/2025 12:56","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8d5d70a1-ccd2-e3a2-b50d-68fb78e53ccc","","Held","","02/22/2024 00:00","02/22/2024 01:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","a2a977eb-a069-35c9-2856-68f1ff32b8a3","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 09:18","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8d627df7-f972-8a4c-c68b-690348e9f47e","","Held","","06/24/2025 00:00","06/24/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","2f3b0af8-e6c1-48c1-33cf-68f1ffd0e5f2","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8d6c90ce-658c-0f3f-b208-6903484c5db2","Möte på NAB NYC","Held","","10/19/2022 00:00","10/19/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","a2a977eb-a069-35c9-2856-68f1ff32b8a3","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8dd89aa4-8ad8-344a-4514-690347dcf42d","","Held","","11/19/2020 00:00","11/19/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","624da0dc-2428-b631-2ad9-68f1ff53742e","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8deb344e-abac-5292-29a9-6903482c6903","","Held","","05/02/2024 00:00","05/02/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","40cfa904-05e1-ffd0-a0d4-68f1ffdaa752","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","8e0de232-562b-8ec0-a213-690347a3985e","","Held","","05/12/2021 00:00","05/12/2021 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","e0b76113-b9bf-af22-b777-68f1ff5d0024","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Open Live","8e373ef1-ee1c-403d-daa3-6915d1f5e188","","Planned","","11/10/2025 15:00","11/10/2025 16:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","9e518ae6-97b9-3f99-cf8d-68f1ff61198e","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","11/13/2025 12:38","11/13/2025 12:38","aa965b03-becb-7821-8519-68ff576136fb","aa965b03-becb-7821-8519-68ff576136fb","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8e3b4a35-8a62-895c-b4fa-69034829221b","Streaming Media 2025","Held","","10/08/2025 00:00","10/08/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","70c40147-812e-5e7a-587d-68f1ff4609e6","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:06","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8e400a34-adb5-8fd8-713e-690348bd1369","FOMS","Held","","10/23/2023 00:00","10/23/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","cc967bd6-57d8-e4ca-998b-68f1ffaeba5b","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8e9738a8-073f-5465-36f1-690348af15b3","","Held","","03/23/2023 00:00","03/23/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","398046b5-5c2c-035b-0806-68f1ffc45c23","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8ea4c368-17e4-632f-f688-690348f71ad4","MHV i Denver","Held","","02/12/2024 00:00","02/12/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","5d8feea5-0954-96e3-ae3e-68f1ff656030","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8ec42bac-60d6-83f4-f714-69034749b442","","Held","","04/25/2022 00:00","04/25/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","3a9566fd-ea89-c3ba-97d7-68f1feb1effe","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8eddc106-da9f-dc27-e3f0-69034795457b","","Held","","04/04/2022 00:00","04/04/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","724b5d1f-c168-559c-2039-68f1ff28ea08","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8ee39842-0e67-512c-f2de-690348c1673c","","Held","","11/01/2023 00:00","11/01/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","7072f866-6467-8da5-550a-68f1ffafa2ab","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8efe9549-5343-6697-6f42-690347bcda58","","Held","","09/29/2020 00:00","09/29/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","2cfa02b4-833c-ce08-abbf-68f1ff297875","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:10","10/31/2025 07:03","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8f3273dc-dc7a-d764-bf21-6903477c77d8","Introcall between Eyevinn and D2C Sports","Held","","07/05/2021 00:00","07/05/2021 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","3c016dea-6d01-fa24-bc44-68f1ff9b101c","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Intervju","8f9a1146-e507-a103-fbf9-6903483cd6dd","Intervju med Marcus","Held","","02/24/2023 00:00","02/24/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","e251428d-5bb4-59bf-dd92-68f1ff59e65f","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8fa1293d-405b-a117-9d06-690348f3d759","Möte på NAB NYC","Held","","10/20/2022 00:00","10/20/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","af4b7fb9-8d6f-53a4-d41b-68f1ffbb8074","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8fac254a-5df0-de89-490c-6903478df9a4","","Held","","11/02/2020 00:00","11/02/2020 00:00","0","","'-1","SuiteCRM","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/30/2025 11:11","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8fd2637a-1b39-8ca1-9494-69034834dbfd","Intromöte med Peter","Held","","09/02/2022 00:00","09/02/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","23b68299-e5aa-c350-5720-68f1ffb10a16","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","8fddb7a0-e45f-da44-5259-68fb787b1d7f","Jullunch","Held","","12/07/2021 00:00","12/07/2021 01:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","193dbbd5-2665-c9cf-673d-68f1fea758b4","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 09:17","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","900ce0bc-0f21-78cc-9b08-69034826f0f3","NAB 2024","Held","","04/15/2024 00:00","04/15/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","40ad8227-9cc2-0245-f64a-68f1ff3fa010","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","901bc327-6118-6ac9-6fb0-690348d5b47d","","Held","","05/21/2025 00:00","05/21/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","4764826a-555d-ec49-4675-68f1fe40c112","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","903bb5dd-a0c6-c761-9513-6903482ebbf8","Intro call","Held","","06/04/2024 00:00","06/04/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","4c7a4941-0cb5-f5fb-bc03-68f1ff742e44","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
